FIR_Number,Date,District,Police_Station,Latitude,Longitude,Crime_Head,Status
FIR-561/2025-cbe4,2025-01-29,Hubballi Dharwad City,Dharwad Suburban PS,15.3859,75.10917,Cheating,Charge Sheeted
FIR-445/2026-6b15,2025-11-10,Bengaluru City,Indiranagar PS,13.01044,77.56345,NDPS,Under Investigation
FIR-498/2025-17a8,2025-07-21,Bengaluru City,Indiranagar PS,12.95033,77.57972,Cheating,Pending Trial
FIR-596/2025-85f7,2025-08-09,Hubballi Dharwad City,Vidyanagar PS,15.37643,75.0984,Robbery,Under Investigation
FIR-714/2025-ff56,2025-04-20,Hubballi Dharwad City,Dharwad Suburban PS,15.37306,75.13285,Cheating,Under Investigation
FIR-808/2026-bd22,2025-01-19,Belagavi Dist,Belagavi Camp PS,15.85549,74.48595,Murder,Under Investigation
FIR-937/2025-6047,2025-02-27,Hubballi Dharwad City,Hubballi Town PS,15.31654,75.15075,Cyber Crime,Charge Sheeted
FIR-683/2025-d4f7,2025-07-31,Hubballi Dharwad City,Vidyanagar PS,15.32758,75.17161,Assault,Charge Sheeted
FIR-745/2026-3828,2025-09-24,Belagavi Dist,Khadebazar PS,15.80425,74.5326,Murder,Pending Trial
FIR-885/2025-f409,2025-05-08,Tumakuru,Tumakuru Town PS,13.33792,77.14165,NDPS,Closed
FIR-673/2026-db0f,2025-12-18,Mysuru City,Kuvempunagar PS,12.31331,76.63354,Theft,Pending Trial
FIR-400/2026-92d6,2025-03-16,Tumakuru,Tumakuru Town PS,13.34697,77.07157,Assault,Closed
FIR-795/2025-1109,2025-11-30,Belagavi Dist,Tilakwadi PS,15.8627,74.49161,Murder,Under Investigation
FIR-977/2026-638f,2025-12-18,Bengaluru City,Indiranagar PS,12.92794,77.63797,POCSO,Charge Sheeted
FIR-693/2025-e0d7,2025-05-02,Hubballi Dharwad City,Dharwad Suburban PS,15.38289,75.12612,Theft,Under Investigation
FIR-770/2026-4707,2025-05-20,Bengaluru City,Koramangala PS,12.98948,77.60155,POCSO,Charge Sheeted
FIR-959/2026-9c50,2025-10-05,Bengaluru City,Indiranagar PS,12.93622,77.55268,Murder,Closed
FIR-561/2026-06d7,2025-01-02,Hubballi Dharwad City,Dharwad Suburban PS,15.32077,75.11598,NDPS,Pending Trial
FIR-244/2026-44b3,2025-05-10,Mysuru City,Kuvempunagar PS,12.34103,76.67204,Assault,Charge Sheeted
FIR-314/2026-3577,2025-08-26,Bengaluru City,Malleswaram PS,12.9221,77.55761,Theft,Charge Sheeted
FIR-212/2026-7a19,2025-07-19,Belagavi Dist,Tilakwadi PS,15.81859,74.44898,POCSO,Charge Sheeted
FIR-198/2026-5742,2025-03-02,Tumakuru,Tumakuru Town PS,13.30259,77.10483,POCSO,Under Investigation
FIR-260/2025-bc02,2025-05-08,Bengaluru City,Malleswaram PS,12.92884,77.60127,POCSO,Under Investigation
FIR-369/2026-7030,2025-09-07,Bengaluru City,Malleswaram PS,13.00572,77.56844,Robbery,Charge Sheeted
FIR-779/2026-3dd0,2025-03-29,Mysuru City,Devaraja PS,12.2533,76.67734,POCSO,Charge Sheeted
FIR-940/2025-2ec5,2025-10-23,Mysuru City,Saraswathipuram PS,12.30669,76.63226,Murder,Closed
FIR-942/2026-bad5,2025-08-26,Mysuru City,Devaraja PS,12.30201,76.61952,Assault,Charge Sheeted
FIR-545/2026-d77e,2025-06-30,Mysuru City,Kuvempunagar PS,12.25241,76.64362,Assault,Pending Trial
FIR-458/2025-7ef8,2025-06-04,Bengaluru City,Koramangala PS,12.93884,77.63002,Murder,Charge Sheeted
FIR-481/2025-d11f,2025-07-02,Belagavi Dist,Khadebazar PS,15.82258,74.47834,Cyber Crime,Charge Sheeted
FIR-476/2025-0e75,2025-01-07,Mysuru City,Kuvempunagar PS,12.25836,76.63955,POCSO,Charge Sheeted
FIR-429/2025-8101,2025-02-26,Belagavi Dist,Tilakwadi PS,15.81903,74.49827,Cyber Crime,Pending Trial
FIR-403/2026-c8af,2025-05-04,Tumakuru,Tumakuru Town PS,13.29711,77.12886,POCSO,Closed
FIR-384/2026-beba,2025-12-24,Belagavi Dist,Tilakwadi PS,15.82743,74.46867,Theft,Charge Sheeted
FIR-764/2026-a223,2025-08-13,Bengaluru City,Cubbon Park PS,12.99345,77.61434,Theft,Closed
FIR-920/2025-4f70,2025-04-16,Mysuru City,Kuvempunagar PS,12.31952,76.67584,Cheating,Charge Sheeted
FIR-105/2025-583c,2025-07-30,Bengaluru City,Koramangala PS,12.97125,77.62012,Cheating,Closed
FIR-577/2026-0437,2025-03-24,Tumakuru,Kyathasandra PS,13.35279,77.09641,Cheating,Charge Sheeted
FIR-932/2026-1f03,2025-10-27,Tumakuru,Tumakuru Town PS,13.36008,77.08288,Assault,Pending Trial
FIR-960/2025-0558,2025-04-08,Mysuru City,Saraswathipuram PS,12.29625,76.63729,Theft,Pending Trial
FIR-601/2026-65df,2025-12-26,Hubballi Dharwad City,Hubballi Town PS,15.41201,75.17199,Assault,Under Investigation
FIR-464/2025-ed5d,2025-06-05,Belagavi Dist,Belagavi Camp PS,15.88742,74.45673,NDPS,Pending Trial
FIR-717/2026-f93f,2025-02-15,Hubballi Dharwad City,Dharwad Suburban PS,15.37905,75.15791,Theft,Under Investigation
FIR-467/2026-2778,2025-09-14,Tumakuru,Kyathasandra PS,13.30941,77.08902,Cyber Crime,Charge Sheeted
FIR-248/2026-e0de,2025-01-17,Hubballi Dharwad City,Vidyanagar PS,15.34747,75.1071,Cheating,Closed
FIR-563/2026-fdbf,2025-08-13,Tumakuru,Kyathasandra PS,13.30234,77.07312,Cheating,Pending Trial
FIR-337/2026-8611,2025-09-11,Tumakuru,Tumakuru Town PS,13.2894,77.07815,Robbery,Pending Trial
FIR-142/2025-8d13,2025-02-04,Hubballi Dharwad City,Vidyanagar PS,15.37763,75.1,Cheating,Closed
FIR-272/2026-2fbe,2025-07-30,Hubballi Dharwad City,Vidyanagar PS,15.34123,75.16743,Assault,Pending Trial
FIR-172/2025-8e6d,2025-12-26,Tumakuru,Tumakuru Town PS,13.33897,77.05285,Robbery,Pending Trial
FIR-203/2025-8ce4,2025-10-03,Tumakuru,Kyathasandra PS,13.32563,77.06523,Robbery,Under Investigation
FIR-610/2026-0c8b,2025-09-08,Mysuru City,Devaraja PS,12.3122,76.59154,Murder,Closed
FIR-258/2026-9024,2025-04-26,Hubballi Dharwad City,Dharwad Suburban PS,15.34787,75.08967,Cheating,Closed
FIR-495/2026-730f,2025-10-04,Hubballi Dharwad City,Dharwad Suburban PS,15.40958,75.17098,NDPS,Pending Trial
FIR-941/2026-fafd,2025-05-16,Hubballi Dharwad City,Vidyanagar PS,15.31952,75.09168,Murder,Closed
FIR-901/2025-8a5e,2025-09-16,Belagavi Dist,Tilakwadi PS,15.83663,74.47949,Murder,Pending Trial
FIR-850/2025-8c1d,2025-04-19,Bengaluru City,Koramangala PS,13.01752,77.54993,NDPS,Closed
FIR-371/2026-e398,2025-08-16,Belagavi Dist,Belagavi Camp PS,15.86321,74.50053,Murder,Closed
FIR-382/2025-2800,2025-10-05,Hubballi Dharwad City,Vidyanagar PS,15.40775,75.08509,Robbery,Closed
FIR-465/2025-20a1,2025-04-11,Tumakuru,Tumakuru Town PS,13.33911,77.09055,Murder,Charge Sheeted
FIR-517/2025-c012,2025-07-15,Hubballi Dharwad City,Vidyanagar PS,15.35039,75.14561,Robbery,Under Investigation
FIR-839/2026-e99e,2025-06-29,Mysuru City,Devaraja PS,12.25583,76.63144,Cyber Crime,Pending Trial
FIR-917/2025-3f58,2025-07-05,Belagavi Dist,Belagavi Camp PS,15.83487,74.45857,Assault,Pending Trial
FIR-624/2026-5b45,2025-04-14,Tumakuru,Kyathasandra PS,13.36358,77.11989,NDPS,Closed
FIR-367/2026-b837,2025-06-07,Mysuru City,Devaraja PS,12.25488,76.59196,NDPS,Closed
FIR-313/2025-ce40,2025-10-27,Mysuru City,Saraswathipuram PS,12.34268,76.59648,Cheating,Pending Trial
FIR-455/2025-3c66,2025-04-15,Tumakuru,Kyathasandra PS,13.29365,77.11329,NDPS,Pending Trial
FIR-346/2025-9008,2025-11-22,Bengaluru City,Indiranagar PS,12.92259,77.6029,Cyber Crime,Closed
FIR-157/2026-3b6b,2025-03-22,Hubballi Dharwad City,Dharwad Suburban PS,15.38868,75.15341,Cheating,Closed
FIR-437/2025-14ec,2025-07-08,Hubballi Dharwad City,Vidyanagar PS,15.33424,75.08974,Assault,Charge Sheeted
FIR-932/2026-c84a,2025-09-29,Hubballi Dharwad City,Hubballi Town PS,15.40179,75.16924,POCSO,Closed
FIR-321/2025-4516,2025-01-12,Mysuru City,Devaraja PS,12.26668,76.63607,Murder,Closed
FIR-658/2025-2468,2025-02-18,Tumakuru,Kyathasandra PS,13.30663,77.09491,Cheating,Pending Trial
FIR-661/2026-d679,2025-01-30,Belagavi Dist,Tilakwadi PS,15.87691,74.48582,Murder,Under Investigation
FIR-348/2025-91e9,2025-05-11,Tumakuru,Tumakuru Town PS,13.36984,77.14716,Robbery,Pending Trial
FIR-345/2025-32c7,2025-04-23,Belagavi Dist,Khadebazar PS,15.88413,74.47511,NDPS,Charge Sheeted
FIR-211/2025-80c4,2025-04-24,Hubballi Dharwad City,Dharwad Suburban PS,15.3578,75.13437,Robbery,Charge Sheeted
FIR-942/2025-8a06,2025-08-08,Tumakuru,Tumakuru Town PS,13.3463,77.13474,Cyber Crime,Under Investigation
FIR-532/2026-da6f,2025-11-16,Hubballi Dharwad City,Hubballi Town PS,15.33982,75.08943,Cyber Crime,Under Investigation
FIR-329/2026-59a1,2025-08-11,Hubballi Dharwad City,Dharwad Suburban PS,15.36507,75.09095,Cyber Crime,Charge Sheeted
FIR-527/2025-c264,2025-09-12,Belagavi Dist,Khadebazar PS,15.88349,74.53635,Murder,Closed
FIR-683/2026-698d,2025-08-28,Bengaluru City,Cubbon Park PS,12.95831,77.58808,Murder,Closed
FIR-811/2026-bf29,2025-07-04,Hubballi Dharwad City,Hubballi Town PS,15.35253,75.13656,Cheating,Pending Trial
FIR-840/2025-0fe6,2025-07-06,Belagavi Dist,Khadebazar PS,15.85746,74.5228,POCSO,Charge Sheeted
FIR-143/2026-e1cd,2025-03-30,Belagavi Dist,Tilakwadi PS,15.86933,74.50064,Cyber Crime,Pending Trial
FIR-584/2025-8ecf,2025-09-13,Belagavi Dist,Belagavi Camp PS,15.82002,74.4802,Theft,Under Investigation
FIR-391/2026-2b84,2025-07-29,Mysuru City,Kuvempunagar PS,12.31143,76.59314,Theft,Pending Trial
FIR-411/2025-37eb,2025-07-13,Mysuru City,Devaraja PS,12.26755,76.63875,Cheating,Closed
FIR-676/2026-d312,2025-08-18,Tumakuru,Kyathasandra PS,13.29339,77.14178,Theft,Under Investigation
FIR-908/2025-3516,2025-09-28,Mysuru City,Saraswathipuram PS,12.28485,76.59364,Theft,Closed
FIR-618/2025-a2d0,2025-06-23,Belagavi Dist,Belagavi Camp PS,15.80756,74.46408,Murder,Pending Trial
FIR-872/2026-d85b,2025-02-13,Bengaluru City,Koramangala PS,12.96391,77.58417,Cyber Crime,Pending Trial
FIR-441/2026-d7ff,2025-08-21,Mysuru City,Devaraja PS,12.29703,76.64269,Cyber Crime,Charge Sheeted
FIR-653/2026-ae83,2025-11-04,Mysuru City,Saraswathipuram PS,12.31897,76.60373,NDPS,Pending Trial
FIR-394/2025-10f5,2025-04-19,Tumakuru,Tumakuru Town PS,13.36401,77.11642,Robbery,Closed
FIR-127/2026-9289,2025-03-30,Mysuru City,Saraswathipuram PS,12.26821,76.59311,NDPS,Closed
FIR-214/2025-8aca,2025-03-13,Mysuru City,Devaraja PS,12.25733,76.63568,NDPS,Closed
FIR-660/2025-e9c9,2025-05-25,Hubballi Dharwad City,Hubballi Town PS,15.39053,75.14663,Murder,Under Investigation
FIR-712/2026-b8f5,2025-04-18,Belagavi Dist,Tilakwadi PS,15.83806,74.52498,Murder,Charge Sheeted
FIR-213/2026-0606,2025-04-29,Belagavi Dist,Tilakwadi PS,15.86246,74.46785,POCSO,Charge Sheeted
FIR-836/2026-3a47,2025-08-21,Tumakuru,Tumakuru Town PS,13.34915,77.09778,Cheating,Under Investigation
FIR-503/2026-1825,2025-02-06,Hubballi Dharwad City,Hubballi Town PS,15.36424,75.13076,Murder,Charge Sheeted
FIR-170/2026-4eaf,2025-12-19,Mysuru City,Kuvempunagar PS,12.31247,76.64789,NDPS,Pending Trial
FIR-673/2026-f709,2025-08-21,Belagavi Dist,Belagavi Camp PS,15.84193,74.54518,POCSO,Charge Sheeted
FIR-222/2025-a604,2025-10-17,Bengaluru City,Indiranagar PS,12.92829,77.57313,Robbery,Pending Trial
FIR-452/2026-1bfc,2025-01-13,Tumakuru,Tumakuru Town PS,13.28967,77.06129,Cyber Crime,Closed
FIR-651/2025-59b6,2025-06-27,Belagavi Dist,Khadebazar PS,15.86889,74.53866,Cyber Crime,Under Investigation
FIR-854/2026-f6ae,2025-06-14,Belagavi Dist,Khadebazar PS,15.81024,74.52965,NDPS,Pending Trial
FIR-469/2026-feff,2025-09-02,Tumakuru,Kyathasandra PS,13.37146,77.07272,NDPS,Under Investigation
FIR-327/2026-d28d,2025-12-05,Tumakuru,Tumakuru Town PS,13.35212,77.06949,Cyber Crime,Charge Sheeted
FIR-309/2025-8d4a,2025-02-13,Tumakuru,Tumakuru Town PS,13.3176,77.09323,Murder,Charge Sheeted
FIR-339/2025-ee3a,2025-01-14,Bengaluru City,Indiranagar PS,13.01596,77.61687,Theft,Under Investigation
FIR-401/2026-a690,2025-12-17,Tumakuru,Kyathasandra PS,13.3527,77.10829,Theft,Pending Trial
FIR-408/2026-a122,2025-01-31,Tumakuru,Tumakuru Town PS,13.34083,77.0938,Cheating,Charge Sheeted
FIR-840/2026-73fb,2025-11-11,Bengaluru City,Koramangala PS,12.93063,77.57358,Assault,Closed
FIR-773/2025-6a87,2025-01-08,Tumakuru,Tumakuru Town PS,13.33103,77.05293,Theft,Charge Sheeted
FIR-163/2025-ef3f,2025-11-16,Bengaluru City,Koramangala PS,12.93852,77.61202,Cheating,Pending Trial
FIR-846/2026-2c58,2025-03-03,Hubballi Dharwad City,Hubballi Town PS,15.40627,75.09395,Theft,Pending Trial
FIR-768/2026-6569,2025-02-11,Bengaluru City,Koramangala PS,13.00118,77.58118,Assault,Pending Trial
FIR-844/2026-c680,2025-01-07,Tumakuru,Kyathasandra PS,13.37144,77.09485,Cheating,Closed
FIR-286/2026-a312,2025-07-01,Hubballi Dharwad City,Vidyanagar PS,15.414,75.13833,Cheating,Under Investigation
FIR-268/2025-a4c3,2025-12-06,Bengaluru City,Koramangala PS,12.96009,77.56937,NDPS,Pending Trial
FIR-155/2026-ce2b,2025-01-29,Bengaluru City,Koramangala PS,12.95873,77.64145,Robbery,Under Investigation
FIR-536/2025-cb43,2025-03-11,Belagavi Dist,Tilakwadi PS,15.80413,74.45451,Cyber Crime,Under Investigation
FIR-740/2025-cce6,2025-07-19,Tumakuru,Tumakuru Town PS,13.32548,77.08561,Assault,Under Investigation
FIR-384/2025-7603,2025-09-02,Belagavi Dist,Khadebazar PS,15.80707,74.49214,Robbery,Closed
FIR-642/2026-55a4,2025-10-19,Bengaluru City,Koramangala PS,12.96233,77.60179,Theft,Closed
FIR-197/2026-9a21,2025-07-03,Tumakuru,Tumakuru Town PS,13.37091,77.05292,Theft,Pending Trial
FIR-791/2026-575b,2025-10-16,Tumakuru,Tumakuru Town PS,13.35719,77.12885,Robbery,Pending Trial
FIR-953/2025-9503,2025-06-18,Mysuru City,Saraswathipuram PS,12.3307,76.67664,Murder,Charge Sheeted
FIR-859/2026-0a80,2025-02-08,Hubballi Dharwad City,Hubballi Town PS,15.31936,75.11452,Robbery,Charge Sheeted
FIR-404/2026-bd20,2025-11-02,Belagavi Dist,Khadebazar PS,15.8478,74.513,Cheating,Charge Sheeted
FIR-103/2025-682a,2025-04-09,Belagavi Dist,Tilakwadi PS,15.88091,74.49405,Murder,Charge Sheeted
FIR-919/2026-6a9d,2025-05-31,Hubballi Dharwad City,Vidyanagar PS,15.38158,75.11047,NDPS,Under Investigation
FIR-313/2025-63c6,2025-02-02,Belagavi Dist,Tilakwadi PS,15.84989,74.49435,NDPS,Pending Trial
FIR-609/2025-b461,2025-03-12,Hubballi Dharwad City,Hubballi Town PS,15.35366,75.10159,POCSO,Closed
FIR-788/2025-ed3e,2025-01-08,Belagavi Dist,Khadebazar PS,15.83424,74.50535,Theft,Charge Sheeted
FIR-419/2026-c6fa,2025-12-24,Bengaluru City,Cubbon Park PS,12.95803,77.60539,Theft,Charge Sheeted
FIR-812/2025-3cd1,2025-04-06,Hubballi Dharwad City,Vidyanagar PS,15.32724,75.10318,Murder,Charge Sheeted
FIR-790/2026-b195,2025-05-02,Bengaluru City,Malleswaram PS,12.97416,77.63175,Cheating,Under Investigation
FIR-368/2026-7214,2025-11-30,Tumakuru,Tumakuru Town PS,13.32816,77.15074,Assault,Closed
FIR-785/2025-8e5d,2025-10-28,Hubballi Dharwad City,Hubballi Town PS,15.40971,75.12738,Theft,Under Investigation
FIR-969/2026-4e2d,2025-09-02,Mysuru City,Devaraja PS,12.27518,76.60187,Cheating,Under Investigation
FIR-479/2026-e086,2025-04-13,Mysuru City,Kuvempunagar PS,12.28529,76.64309,Theft,Pending Trial
FIR-927/2025-b3f2,2025-07-05,Tumakuru,Tumakuru Town PS,13.30348,77.09933,Theft,Pending Trial
FIR-989/2025-d7db,2025-11-22,Bengaluru City,Cubbon Park PS,12.94132,77.54858,Theft,Closed
FIR-864/2026-39f0,2025-05-06,Tumakuru,Tumakuru Town PS,13.29346,77.08138,POCSO,Pending Trial
FIR-758/2026-e275,2025-08-06,Belagavi Dist,Belagavi Camp PS,15.87471,74.54296,Theft,Pending Trial
FIR-453/2026-0ee7,2025-01-25,Mysuru City,Devaraja PS,12.28079,76.63941,Murder,Closed
FIR-607/2025-ff7a,2025-11-30,Bengaluru City,Koramangala PS,12.92704,77.56645,Robbery,Charge Sheeted
FIR-891/2026-7777,2025-09-05,Tumakuru,Kyathasandra PS,13.296,77.08538,Theft,Charge Sheeted
FIR-828/2025-10d9,2025-09-15,Tumakuru,Kyathasandra PS,13.32845,77.10468,Robbery,Closed
FIR-690/2025-a9d4,2025-11-28,Mysuru City,Saraswathipuram PS,12.24989,76.68655,NDPS,Pending Trial
FIR-824/2025-c639,2025-07-13,Belagavi Dist,Belagavi Camp PS,15.8625,74.51421,Theft,Under Investigation
FIR-458/2025-63f5,2025-04-14,Bengaluru City,Cubbon Park PS,12.95455,77.63462,NDPS,Pending Trial
FIR-725/2026-df09,2025-12-06,Belagavi Dist,Tilakwadi PS,15.86275,74.5396,Cheating,Closed
FIR-463/2026-c8db,2025-03-03,Tumakuru,Kyathasandra PS,13.33448,77.1492,Cheating,Closed
FIR-374/2025-79b9,2025-02-09,Belagavi Dist,Khadebazar PS,15.80753,74.54466,Cyber Crime,Pending Trial
FIR-866/2026-629f,2025-05-10,Hubballi Dharwad City,Vidyanagar PS,15.35283,75.14819,POCSO,Closed
FIR-163/2026-03f5,2025-02-13,Mysuru City,Devaraja PS,12.32074,76.64608,NDPS,Closed
FIR-413/2026-7557,2025-08-18,Mysuru City,Kuvempunagar PS,12.3027,76.67155,Theft,Charge Sheeted
FIR-402/2026-54c4,2025-05-15,Tumakuru,Tumakuru Town PS,13.3014,77.07781,Robbery,Under Investigation
FIR-589/2025-7987,2025-02-23,Mysuru City,Saraswathipuram PS,12.29805,76.65372,POCSO,Closed
FIR-443/2026-8db4,2025-03-21,Mysuru City,Devaraja PS,12.34004,76.68635,NDPS,Closed
FIR-659/2026-8431,2025-03-14,Mysuru City,Saraswathipuram PS,12.30989,76.64839,Cheating,Closed
FIR-663/2025-2b9f,2025-03-29,Mysuru City,Devaraja PS,12.27337,76.67531,POCSO,Under Investigation
FIR-131/2025-d683,2025-11-21,Mysuru City,Kuvempunagar PS,12.33422,76.68937,NDPS,Closed
FIR-321/2026-6478,2025-01-15,Tumakuru,Kyathasandra PS,13.29788,77.09676,Murder,Closed
FIR-103/2026-f3cc,2025-02-22,Belagavi Dist,Tilakwadi PS,15.87634,74.4743,Cyber Crime,Charge Sheeted
FIR-355/2026-0819,2025-04-21,Hubballi Dharwad City,Hubballi Town PS,15.35755,75.08231,Cyber Crime,Pending Trial
FIR-252/2026-665c,2025-10-29,Tumakuru,Kyathasandra PS,13.35727,77.08764,NDPS,Closed
FIR-547/2026-1d17,2025-09-05,Bengaluru City,Cubbon Park PS,12.96948,77.60064,Assault,Charge Sheeted
FIR-132/2025-9dc3,2025-02-27,Bengaluru City,Indiranagar PS,12.93619,77.56848,Cyber Crime,Closed
FIR-415/2025-94c9,2025-11-10,Hubballi Dharwad City,Hubballi Town PS,15.3233,75.10348,Theft,Pending Trial
FIR-702/2025-b313,2025-01-05,Mysuru City,Kuvempunagar PS,12.29334,76.67454,NDPS,Under Investigation
FIR-972/2025-f942,2025-04-03,Mysuru City,Kuvempunagar PS,12.29649,76.61959,Robbery,Under Investigation
FIR-190/2026-b4a0,2025-03-02,Hubballi Dharwad City,Hubballi Town PS,15.34919,75.15373,Robbery,Pending Trial
FIR-255/2025-cf3b,2025-03-29,Belagavi Dist,Khadebazar PS,15.81055,74.46974,Theft,Pending Trial
FIR-683/2026-bf0f,2025-11-05,Bengaluru City,Cubbon Park PS,12.95182,77.56468,NDPS,Charge Sheeted
FIR-470/2025-2d41,2025-05-11,Bengaluru City,Malleswaram PS,12.96976,77.63034,Murder,Closed
FIR-723/2026-4d02,2025-10-24,Belagavi Dist,Tilakwadi PS,15.82236,74.46711,Cheating,Under Investigation
FIR-921/2025-0388,2025-02-24,Hubballi Dharwad City,Vidyanagar PS,15.40574,75.10163,Murder,Closed
FIR-725/2025-f2cd,2025-05-24,Hubballi Dharwad City,Dharwad Suburban PS,15.3374,75.14728,Cheating,Pending Trial
FIR-898/2026-2d0f,2025-12-25,Bengaluru City,Cubbon Park PS,12.94612,77.61475,NDPS,Under Investigation
FIR-886/2026-be0c,2025-08-30,Tumakuru,Tumakuru Town PS,13.35348,77.10749,Murder,Under Investigation
FIR-436/2026-b729,2025-05-12,Mysuru City,Devaraja PS,12.26345,76.64737,POCSO,Closed
FIR-635/2025-c7ea,2025-02-17,Hubballi Dharwad City,Vidyanagar PS,15.31776,75.14817,Murder,Charge Sheeted
FIR-444/2025-f55d,2025-06-02,Hubballi Dharwad City,Hubballi Town PS,15.32328,75.14244,Robbery,Pending Trial
FIR-783/2026-0895,2025-09-18,Hubballi Dharwad City,Dharwad Suburban PS,15.32729,75.10155,NDPS,Charge Sheeted
FIR-447/2025-f04a,2025-11-05,Hubballi Dharwad City,Dharwad Suburban PS,15.33323,75.12667,NDPS,Pending Trial
FIR-339/2026-220e,2025-07-25,Belagavi Dist,Belagavi Camp PS,15.86586,74.46442,Robbery,Closed
FIR-497/2026-6750,2025-09-19,Bengaluru City,Indiranagar PS,12.96051,77.55811,Cyber Crime,Pending Trial
FIR-569/2026-4cc4,2025-06-18,Hubballi Dharwad City,Vidyanagar PS,15.35091,75.11712,Robbery,Pending Trial
FIR-510/2026-858d,2025-09-20,Hubballi Dharwad City,Hubballi Town PS,15.38675,75.07948,Theft,Charge Sheeted
FIR-312/2025-71eb,2025-06-09,Mysuru City,Saraswathipuram PS,12.29091,76.6087,Murder,Under Investigation
FIR-534/2026-b2d7,2025-05-30,Belagavi Dist,Tilakwadi PS,15.87901,74.49014,Cyber Crime,Closed
FIR-701/2025-a16e,2025-11-26,Tumakuru,Kyathasandra PS,13.34294,77.13499,POCSO,Charge Sheeted
FIR-145/2025-f27c,2025-05-10,Belagavi Dist,Khadebazar PS,15.85305,74.54643,NDPS,Pending Trial
FIR-183/2025-ef70,2025-08-23,Bengaluru City,Indiranagar PS,13.01699,77.61792,Assault,Charge Sheeted
FIR-202/2025-7ba9,2025-01-18,Mysuru City,Saraswathipuram PS,12.28661,76.65761,NDPS,Closed
FIR-870/2026-495e,2025-10-26,Hubballi Dharwad City,Hubballi Town PS,15.39907,75.14471,Cheating,Charge Sheeted
FIR-991/2026-fe86,2025-04-27,Hubballi Dharwad City,Vidyanagar PS,15.38353,75.10292,Theft,Under Investigation
FIR-843/2025-e717,2025-02-11,Belagavi Dist,Belagavi Camp PS,15.89887,74.50908,Theft,Pending Trial
FIR-975/2026-c245,2025-10-01,Mysuru City,Devaraja PS,12.27238,76.62572,Robbery,Under Investigation
FIR-414/2026-6b1c,2025-08-05,Tumakuru,Tumakuru Town PS,13.36494,77.1229,Cheating,Closed
FIR-408/2025-f67d,2025-10-31,Belagavi Dist,Khadebazar PS,15.83907,74.49677,Cyber Crime,Charge Sheeted
FIR-639/2025-4d2b,2025-08-21,Belagavi Dist,Khadebazar PS,15.80063,74.4863,Murder,Pending Trial
FIR-956/2026-52b4,2025-09-29,Bengaluru City,Indiranagar PS,12.95623,77.55148,Assault,Closed
FIR-672/2025-1ce5,2025-02-06,Mysuru City,Saraswathipuram PS,12.25007,76.60293,Murder,Closed
FIR-499/2026-352a,2025-11-06,Hubballi Dharwad City,Dharwad Suburban PS,15.32493,75.15021,Cheating,Charge Sheeted
FIR-144/2026-2879,2025-07-20,Belagavi Dist,Khadebazar PS,15.89451,74.5145,Assault,Closed
FIR-365/2025-e16a,2025-03-08,Belagavi Dist,Belagavi Camp PS,15.8125,74.5196,Theft,Closed
FIR-681/2026-1e96,2025-10-07,Bengaluru City,Malleswaram PS,13.00042,77.60302,Murder,Under Investigation
FIR-183/2026-15cd,2025-02-12,Belagavi Dist,Khadebazar PS,15.80598,74.53629,Murder,Closed
FIR-199/2026-26ae,2025-02-03,Hubballi Dharwad City,Hubballi Town PS,15.3388,75.09772,NDPS,Under Investigation
FIR-252/2025-3453,2025-03-07,Hubballi Dharwad City,Dharwad Suburban PS,15.35296,75.15084,Murder,Under Investigation
FIR-593/2025-4155,2025-04-06,Belagavi Dist,Belagavi Camp PS,15.89031,74.46852,Robbery,Closed
FIR-518/2026-7422,2025-11-18,Mysuru City,Saraswathipuram PS,12.33005,76.65556,Cyber Crime,Closed
FIR-145/2026-a8fc,2025-11-13,Mysuru City,Kuvempunagar PS,12.28102,76.59282,Assault,Pending Trial
FIR-941/2026-e8dc,2025-09-08,Hubballi Dharwad City,Hubballi Town PS,15.37735,75.1631,Robbery,Charge Sheeted
FIR-364/2026-138c,2025-03-19,Hubballi Dharwad City,Dharwad Suburban PS,15.38298,75.10467,Murder,Under Investigation
FIR-577/2025-25d4,2025-07-11,Tumakuru,Kyathasandra PS,13.32534,77.1333,POCSO,Under Investigation
FIR-736/2026-10e7,2025-10-04,Belagavi Dist,Belagavi Camp PS,15.828,74.49032,Robbery,Under Investigation
FIR-868/2025-3903,2025-03-14,Hubballi Dharwad City,Vidyanagar PS,15.38962,75.13418,Theft,Pending Trial
FIR-864/2025-4696,2025-03-20,Bengaluru City,Cubbon Park PS,12.9299,77.61838,Cheating,Charge Sheeted
FIR-776/2026-697a,2025-09-17,Tumakuru,Kyathasandra PS,13.29843,77.09565,Robbery,Under Investigation
FIR-855/2026-faa3,2025-08-02,Bengaluru City,Koramangala PS,12.92844,77.61975,Cyber Crime,Pending Trial
FIR-906/2025-8cac,2025-05-19,Belagavi Dist,Belagavi Camp PS,15.8366,74.51467,Theft,Pending Trial
FIR-267/2026-70ff,2025-10-10,Belagavi Dist,Tilakwadi PS,15.86118,74.49425,NDPS,Pending Trial
FIR-329/2025-c88f,2025-03-22,Tumakuru,Tumakuru Town PS,13.32968,77.05949,Theft,Pending Trial
FIR-777/2025-908d,2025-04-30,Mysuru City,Saraswathipuram PS,12.2621,76.66945,POCSO,Closed
