FIR_Number,Crime_Head,Applicable_Law,Section,MO_Description
FIR-975/2026-c245,Robbery,BNS 2023,155,Broke into house and stole valuables in Devaraja PS
FIR-414/2026-6b1c,Cheating,BNS 2023,363,Sold fake property documents to victim in Tumakuru Town PS
FIR-408/2025-f67d,Cyber Crime,BNS 2023,167,Romance scam on dating app leading to crypto transfer
FIR-639/2025-4d2b,Murder,BNS 2023,358,Attacked with a sharp weapon at night near Khadebazar PS
FIR-956/2026-52b4,Assault,BNS 2023,218,Group clash using sticks and stones in Indiranagar PS
FIR-672/2025-1ce5,Murder,BNS 2023,260,Stabbed after a drunken brawl in Saraswathipuram PS
FIR-499/2026-352a,Cheating,BNS 2023,259,Promised a job and took advance money in Dharwad Suburban PS
FIR-144/2026-2879,Assault,BNS 2023,175,Road rage incident leading to severe injuries near Khadebazar PS
FIR-365/2025-e16a,Theft,BNS 2023,188,Pickpocketed mobile phone at a crowded market in Belagavi Camp PS
FIR-681/2026-1e96,Murder,BNS 2023,316,Attacked with a sharp weapon at night near Malleswaram PS
FIR-183/2026-15cd,Murder,BNS 2023,263,Poisoned during a family dispute at Khadebazar PS
FIR-199/2026-26ae,NDPS,BNS 2023,290,Found possessing cocaine at a rave party in Hubballi Town PS
FIR-252/2025-3453,Murder,BNS 2023,185,Poisoned during a family dispute at Dharwad Suburban PS
FIR-593/2025-4155,Robbery,BNS 2023,108,Threatened with a knife and stole wallet at Belagavi Camp PS
FIR-518/2026-7422,Cyber Crime,BNS 2023,289,Tricked victim into sharing OTP over phone call
FIR-145/2026-a8fc,Assault,BNS 2023,339,Physical altercation over property dispute in Kuvempunagar PS
FIR-941/2026-e8dc,Robbery,BNS 2023,372,Broke into house and stole valuables in Hubballi Town PS
FIR-364/2026-138c,Murder,BNS 2023,106,Poisoned during a family dispute at Dharwad Suburban PS
FIR-577/2025-25d4,POCSO,BNS 2023,193,Groomed minor over social media
FIR-736/2026-10e7,Robbery,BNS 2023,302,Broke into house and stole valuables in Belagavi Camp PS
FIR-868/2025-3903,Theft,BNS 2023,300,Stole parked two-wheeler from Vidyanagar PS
FIR-864/2025-4696,Cheating,BNS 2023,366,Chit fund scam defrauding multiple investors in Cubbon Park PS
FIR-776/2026-697a,Robbery,BNS 2023,149,Snatched gold chain while victim was walking near Kyathasandra PS
FIR-855/2026-faa3,Cyber Crime,BNS 2023,301,Tricked victim into sharing OTP over phone call
FIR-906/2025-8cac,Theft,BNS 2023,284,Pickpocketed mobile phone at a crowded market in Belagavi Camp PS
FIR-267/2026-70ff,NDPS,BNS 2023,179,Caught selling marijuana packets near college in Tilakwadi PS
FIR-329/2025-c88f,Theft,BNS 2023,365,Pickpocketed mobile phone at a crowded market in Tumakuru Town PS
FIR-777/2025-908d,POCSO,BNS 2023,367,Groomed minor over social media
FIR-391/2026-731b,Cyber Crime,BNS 2023,398,Sent phishing link offering fake loan
FIR-596/2025-e3db,Cyber Crime,BNS 2023,184,Romance scam on dating app leading to crypto transfer
FIR-750/2025-91ea,Robbery,BNS 2023,136,Snatched gold chain while victim was walking near Tilakwadi PS
FIR-987/2026-a7fe,Cyber Crime,BNS 2023,384,Romance scam on dating app leading to crypto transfer
FIR-147/2025-c9a1,Robbery,BNS 2023,186,Threatened with a knife and stole wallet at Kyathasandra PS
FIR-103/2025-dccb,Theft,BNS 2023,184,Stole copper wires from a construction site in Kyathasandra PS
FIR-774/2025-6346,Assault,BNS 2023,394,Physical altercation over property dispute in Hubballi Town PS
FIR-645/2026-aa8b,Assault,BNS 2023,145,Group clash using sticks and stones in Kyathasandra PS
FIR-797/2026-e13d,Cyber Crime,BNS 2023,153,Romance scam on dating app leading to crypto transfer
FIR-639/2025-37db,Cheating,BNS 2023,358,Chit fund scam defrauding multiple investors in Vidyanagar PS
FIR-596/2025-3db1,POCSO,BNS 2023,284,Harassed minor in the neighborhood of Hubballi Town PS
FIR-742/2025-0e5c,NDPS,BNS 2023,326,Caught selling marijuana packets near college in Tumakuru Town PS
FIR-331/2025-0151,POCSO,BNS 2023,203,Assaulted minor on the way to school near Dharwad Suburban PS
FIR-665/2026-029f,Cyber Crime,BNS 2023,128,Romance scam on dating app leading to crypto transfer
FIR-897/2025-f213,Cheating,BNS 2023,398,Sold fake property documents to victim in Khadebazar PS
FIR-871/2025-a1a3,Cyber Crime,BNS 2023,360,Tricked victim into sharing OTP over phone call
FIR-638/2025-e44e,POCSO,BNS 2023,180,Harassed minor in the neighborhood of Cubbon Park PS
FIR-512/2026-b734,Murder,BNS 2023,206,Poisoned during a family dispute at Tumakuru Town PS
FIR-716/2026-84f3,NDPS,BNS 2023,366,Caught selling marijuana packets near college in Tumakuru Town PS
FIR-473/2025-bfdc,NDPS,BNS 2023,400,Caught selling marijuana packets near college in Tilakwadi PS
FIR-942/2026-d5d8,Theft,BNS 2023,217,Stole copper wires from a construction site in Belagavi Camp PS
FIR-320/2026-3002,POCSO,BNS 2023,129,Harassed minor in the neighborhood of Kuvempunagar PS
FIR-753/2026-1419,POCSO,BNS 2023,387,Harassed minor in the neighborhood of Dharwad Suburban PS
FIR-545/2026-0fe8,Theft,BNS 2023,296,Pickpocketed mobile phone at a crowded market in Belagavi Camp PS
FIR-729/2025-1f63,POCSO,BNS 2023,220,Harassed minor in the neighborhood of Devaraja PS
FIR-860/2026-fae2,NDPS,BNS 2023,256,Smuggling synthetic drugs in a hidden compartment near Khadebazar PS
FIR-187/2026-b242,Assault,BNS 2023,166,Group clash using sticks and stones in Devaraja PS
FIR-485/2026-9697,Murder,BNS 2023,175,Attacked with a sharp weapon at night near Devaraja PS
FIR-742/2025-d9e6,Murder,BNS 2023,395,Poisoned during a family dispute at Devaraja PS
FIR-227/2025-090a,Cheating,BNS 2023,292,Sold fake property documents to victim in Koramangala PS
FIR-605/2025-6e0e,Cyber Crime,BNS 2023,397,Romance scam on dating app leading to crypto transfer
FIR-638/2026-caf1,Robbery,BNS 2023,116,Snatched gold chain while victim was walking near Tilakwadi PS
FIR-320/2026-4636,Theft,BNS 2023,141,Pickpocketed mobile phone at a crowded market in Hubballi Town PS
FIR-636/2026-6d7c,Assault,BNS 2023,218,Physical altercation over property dispute in Tumakuru Town PS
FIR-405/2026-6920,NDPS,BNS 2023,179,Found possessing cocaine at a rave party in Saraswathipuram PS
FIR-645/2025-3c8a,Assault,BNS 2023,384,Group clash using sticks and stones in Vidyanagar PS
FIR-423/2025-f376,Robbery,BNS 2023,351,Snatched gold chain while victim was walking near Hubballi Town PS
FIR-736/2026-b070,Cyber Crime,BNS 2023,114,Tricked victim into sharing OTP over phone call
FIR-705/2025-15dc,NDPS,BNS 2023,100,Found possessing cocaine at a rave party in Vidyanagar PS
FIR-636/2026-85f9,Theft,BNS 2023,301,Stole copper wires from a construction site in Kuvempunagar PS
FIR-395/2025-f7b4,Murder,BNS 2023,172,Attacked with a sharp weapon at night near Devaraja PS
FIR-955/2026-d778,Cheating,BNS 2023,195,Sold fake property documents to victim in Koramangala PS
FIR-620/2025-0e17,Assault,BNS 2023,183,Physical altercation over property dispute in Tilakwadi PS
FIR-596/2026-f185,Cyber Crime,BNS 2023,190,Sent phishing link offering fake loan
FIR-903/2025-3a65,Theft,BNS 2023,376,Stole parked two-wheeler from Kyathasandra PS
FIR-158/2025-4440,Cheating,BNS 2023,253,Chit fund scam defrauding multiple investors in Malleswaram PS
FIR-679/2026-bb0e,NDPS,BNS 2023,337,Found possessing cocaine at a rave party in Belagavi Camp PS
FIR-822/2025-90dd,Assault,BNS 2023,107,Road rage incident leading to severe injuries near Cubbon Park PS
FIR-454/2025-30c6,Robbery,BNS 2023,298,Snatched gold chain while victim was walking near Dharwad Suburban PS
FIR-567/2025-8f31,Cyber Crime,BNS 2023,382,Sent phishing link offering fake loan
FIR-598/2025-4d2c,Cheating,BNS 2023,107,Sold fake property documents to victim in Kyathasandra PS
FIR-986/2025-9710,Murder,BNS 2023,268,Stabbed after a drunken brawl in Tumakuru Town PS
FIR-221/2025-89e7,Cheating,BNS 2023,121,Chit fund scam defrauding multiple investors in Kuvempunagar PS
FIR-951/2026-70fc,NDPS,BNS 2023,205,Smuggling synthetic drugs in a hidden compartment near Khadebazar PS
FIR-614/2026-eb64,NDPS,BNS 2023,146,Found possessing cocaine at a rave party in Kyathasandra PS
FIR-996/2026-d2f7,Cyber Crime,BNS 2023,294,Tricked victim into sharing OTP over phone call
FIR-200/2025-3dd2,Cheating,BNS 2023,108,Promised a job and took advance money in Kyathasandra PS
FIR-106/2025-04aa,Assault,BNS 2023,284,Road rage incident leading to severe injuries near Cubbon Park PS
FIR-424/2025-a9cf,Robbery,BNS 2023,116,Broke into house and stole valuables in Dharwad Suburban PS
FIR-423/2026-49e4,Assault,BNS 2023,340,Group clash using sticks and stones in Cubbon Park PS
FIR-256/2026-3379,Murder,BNS 2023,174,Stabbed after a drunken brawl in Dharwad Suburban PS
FIR-163/2026-e396,NDPS,BNS 2023,197,Caught selling marijuana packets near college in Kyathasandra PS
FIR-520/2026-baf8,Assault,BNS 2023,292,Road rage incident leading to severe injuries near Devaraja PS
FIR-158/2025-bba8,Murder,BNS 2023,268,Attacked with a sharp weapon at night near Khadebazar PS
FIR-673/2026-8c51,POCSO,BNS 2023,228,Assaulted minor on the way to school near Dharwad Suburban PS
FIR-765/2026-2748,POCSO,BNS 2023,287,Harassed minor in the neighborhood of Hubballi Town PS
FIR-693/2025-2d30,Robbery,BNS 2023,283,Snatched gold chain while victim was walking near Khadebazar PS
FIR-139/2025-190b,Murder,BNS 2023,101,Stabbed after a drunken brawl in Saraswathipuram PS
FIR-495/2026-5fdb,POCSO,BNS 2023,213,Harassed minor in the neighborhood of Belagavi Camp PS
FIR-870/2025-7423,Cyber Crime,BNS 2023,106,Sent phishing link offering fake loan
FIR-455/2026-29d1,Assault,BNS 2023,142,Physical altercation over property dispute in Devaraja PS
FIR-524/2025-61e6,Murder,BNS 2023,301,Stabbed after a drunken brawl in Kyathasandra PS
FIR-229/2025-5490,POCSO,BNS 2023,136,Harassed minor in the neighborhood of Khadebazar PS
FIR-412/2026-02f1,Cheating,BNS 2023,278,Promised a job and took advance money in Saraswathipuram PS
FIR-256/2025-d1a4,Assault,BNS 2023,365,Physical altercation over property dispute in Vidyanagar PS
FIR-637/2025-8164,Assault,BNS 2023,233,Physical altercation over property dispute in Saraswathipuram PS
FIR-130/2026-8653,Assault,BNS 2023,189,Group clash using sticks and stones in Kuvempunagar PS
FIR-593/2026-edb5,Cyber Crime,BNS 2023,180,Romance scam on dating app leading to crypto transfer
FIR-168/2026-1287,Murder,BNS 2023,152,Poisoned during a family dispute at Khadebazar PS
FIR-449/2025-6ec1,Assault,BNS 2023,244,Road rage incident leading to severe injuries near Devaraja PS
FIR-182/2025-8524,POCSO,BNS 2023,336,Groomed minor over social media
FIR-686/2026-86d0,Theft,BNS 2023,174,Stole copper wires from a construction site in Indiranagar PS
FIR-819/2025-aaa9,Robbery,BNS 2023,127,Threatened with a knife and stole wallet at Hubballi Town PS
FIR-916/2026-6165,Cyber Crime,BNS 2023,113,Tricked victim into sharing OTP over phone call
FIR-347/2026-e2bd,Assault,BNS 2023,305,Physical altercation over property dispute in Cubbon Park PS
FIR-186/2025-d185,Robbery,BNS 2023,219,Broke into house and stole valuables in Koramangala PS
FIR-494/2025-cf1b,Theft,BNS 2023,263,Stole copper wires from a construction site in Khadebazar PS
FIR-920/2026-9191,NDPS,BNS 2023,291,Found possessing cocaine at a rave party in Indiranagar PS
FIR-250/2026-c6a3,POCSO,BNS 2023,129,Groomed minor over social media
FIR-225/2025-6ab1,Assault,BNS 2023,400,Group clash using sticks and stones in Kuvempunagar PS
FIR-340/2026-ceba,Robbery,BNS 2023,361,Threatened with a knife and stole wallet at Kyathasandra PS
FIR-557/2026-3b81,Theft,BNS 2023,279,Pickpocketed mobile phone at a crowded market in Hubballi Town PS
FIR-510/2025-903d,Cheating,BNS 2023,361,Promised a job and took advance money in Saraswathipuram PS
FIR-261/2026-ea9b,NDPS,BNS 2023,144,Found possessing cocaine at a rave party in Devaraja PS
FIR-421/2026-226a,Assault,BNS 2023,174,Physical altercation over property dispute in Belagavi Camp PS
FIR-786/2026-28e3,NDPS,BNS 2023,374,Found possessing cocaine at a rave party in Indiranagar PS
FIR-780/2025-3bcc,Robbery,BNS 2023,295,Snatched gold chain while victim was walking near Kuvempunagar PS
FIR-776/2025-362a,Murder,BNS 2023,150,Attacked with a sharp weapon at night near Saraswathipuram PS
FIR-167/2025-08ff,POCSO,BNS 2023,344,Assaulted minor on the way to school near Hubballi Town PS
FIR-842/2026-b759,Cheating,BNS 2023,184,Sold fake property documents to victim in Koramangala PS
FIR-372/2025-3495,Cyber Crime,BNS 2023,308,Romance scam on dating app leading to crypto transfer
FIR-793/2025-570e,Cheating,BNS 2023,170,Sold fake property documents to victim in Devaraja PS
FIR-732/2025-c2a5,Robbery,BNS 2023,246,Threatened with a knife and stole wallet at Tumakuru Town PS
FIR-935/2025-4955,Cheating,BNS 2023,189,Promised a job and took advance money in Kyathasandra PS
FIR-608/2025-86a7,Murder,BNS 2023,397,Poisoned during a family dispute at Koramangala PS
FIR-938/2026-15f9,POCSO,BNS 2023,332,Groomed minor over social media
FIR-580/2025-a516,Cyber Crime,BNS 2023,362,Tricked victim into sharing OTP over phone call
FIR-194/2026-62c1,Assault,BNS 2023,100,Road rage incident leading to severe injuries near Malleswaram PS
FIR-225/2025-bc30,Robbery,BNS 2023,252,Snatched gold chain while victim was walking near Kuvempunagar PS
FIR-892/2026-6ff3,POCSO,BNS 2023,320,Harassed minor in the neighborhood of Tilakwadi PS
FIR-378/2025-3096,NDPS,BNS 2023,256,Found possessing cocaine at a rave party in Vidyanagar PS
FIR-634/2025-8755,POCSO,BNS 2023,148,Groomed minor over social media
FIR-597/2026-0856,POCSO,BNS 2023,201,Groomed minor over social media
FIR-463/2026-7ed8,Cyber Crime,BNS 2023,285,Romance scam on dating app leading to crypto transfer
FIR-258/2025-fb78,Assault,BNS 2023,140,Physical altercation over property dispute in Kyathasandra PS
FIR-109/2025-431f,POCSO,BNS 2023,330,Harassed minor in the neighborhood of Kuvempunagar PS
FIR-597/2025-23dd,Theft,BNS 2023,383,Stole parked two-wheeler from Tumakuru Town PS
FIR-620/2026-c235,Cyber Crime,BNS 2023,195,Romance scam on dating app leading to crypto transfer
FIR-577/2025-522e,Cyber Crime,BNS 2023,171,Tricked victim into sharing OTP over phone call
FIR-765/2025-0ee1,POCSO,BNS 2023,105,Harassed minor in the neighborhood of Indiranagar PS
FIR-227/2026-c4b0,Theft,BNS 2023,121,Stole parked two-wheeler from Malleswaram PS
FIR-381/2026-07a2,Theft,BNS 2023,146,Pickpocketed mobile phone at a crowded market in Tumakuru Town PS
FIR-936/2025-f8b9,Cheating,BNS 2023,170,Promised a job and took advance money in Vidyanagar PS
FIR-228/2026-77ac,NDPS,BNS 2023,257,Found possessing cocaine at a rave party in Khadebazar PS
FIR-146/2025-466c,Cheating,BNS 2023,375,Promised a job and took advance money in Indiranagar PS
FIR-631/2025-a0ea,Cyber Crime,BNS 2023,247,Romance scam on dating app leading to crypto transfer
FIR-313/2026-b05b,POCSO,BNS 2023,152,Assaulted minor on the way to school near Tilakwadi PS
FIR-795/2026-980d,Cyber Crime,BNS 2023,376,Tricked victim into sharing OTP over phone call
FIR-896/2026-deb0,NDPS,BNS 2023,337,Found possessing cocaine at a rave party in Devaraja PS
FIR-311/2026-4984,Murder,BNS 2023,200,Attacked with a sharp weapon at night near Indiranagar PS
FIR-552/2025-fcd7,Cheating,BNS 2023,232,Chit fund scam defrauding multiple investors in Hubballi Town PS
FIR-218/2025-e70e,Assault,BNS 2023,257,Physical altercation over property dispute in Kyathasandra PS
FIR-603/2025-58f7,Robbery,BNS 2023,240,Snatched gold chain while victim was walking near Koramangala PS
FIR-625/2026-e514,Theft,BNS 2023,154,Stole parked two-wheeler from Tumakuru Town PS
FIR-599/2025-9c54,NDPS,BNS 2023,327,Caught selling marijuana packets near college in Devaraja PS
FIR-922/2025-db4c,Cyber Crime,BNS 2023,189,Sent phishing link offering fake loan
FIR-301/2025-5887,Robbery,BNS 2023,312,Broke into house and stole valuables in Kuvempunagar PS
FIR-857/2026-ea12,Cheating,BNS 2023,347,Chit fund scam defrauding multiple investors in Vidyanagar PS
FIR-424/2026-428c,Murder,BNS 2023,224,Poisoned during a family dispute at Khadebazar PS
FIR-502/2025-7ae1,Robbery,BNS 2023,119,Snatched gold chain while victim was walking near Tilakwadi PS
FIR-116/2025-8381,Murder,BNS 2023,100,Stabbed after a drunken brawl in Vidyanagar PS
FIR-589/2026-f507,Cyber Crime,BNS 2023,292,Tricked victim into sharing OTP over phone call
FIR-198/2026-471c,Robbery,BNS 2023,125,Threatened with a knife and stole wallet at Kyathasandra PS
FIR-544/2026-c5b4,Cyber Crime,BNS 2023,326,Sent phishing link offering fake loan
FIR-172/2026-fbb9,Murder,BNS 2023,309,Attacked with a sharp weapon at night near Khadebazar PS
FIR-121/2026-1adf,Cheating,BNS 2023,338,Sold fake property documents to victim in Tilakwadi PS
FIR-842/2025-a3c2,Murder,BNS 2023,111,Stabbed after a drunken brawl in Tumakuru Town PS
FIR-248/2025-aca7,Cyber Crime,BNS 2023,288,Sent phishing link offering fake loan
FIR-258/2026-6c4b,Assault,BNS 2023,351,Road rage incident leading to severe injuries near Kyathasandra PS
FIR-614/2025-23f6,Assault,BNS 2023,127,Road rage incident leading to severe injuries near Kuvempunagar PS
FIR-347/2026-513a,Assault,BNS 2023,363,Group clash using sticks and stones in Khadebazar PS
FIR-999/2025-f4d5,Cyber Crime,BNS 2023,327,Sent phishing link offering fake loan
FIR-314/2025-9a85,Cheating,BNS 2023,321,Chit fund scam defrauding multiple investors in Koramangala PS
FIR-592/2026-8bb2,NDPS,BNS 2023,139,Smuggling synthetic drugs in a hidden compartment near Saraswathipuram PS
FIR-350/2026-4ae6,NDPS,BNS 2023,373,Caught selling marijuana packets near college in Indiranagar PS
FIR-207/2025-e5d1,Theft,BNS 2023,280,Stole parked two-wheeler from Kyathasandra PS
FIR-475/2026-da20,Cheating,BNS 2023,386,Promised a job and took advance money in Devaraja PS
FIR-444/2026-b716,Assault,BNS 2023,398,Road rage incident leading to severe injuries near Dharwad Suburban PS
FIR-212/2026-5a59,Cheating,BNS 2023,334,Promised a job and took advance money in Khadebazar PS
FIR-217/2025-db13,POCSO,BNS 2023,142,Groomed minor over social media
FIR-282/2025-9edd,POCSO,BNS 2023,233,Groomed minor over social media
FIR-270/2026-d299,NDPS,BNS 2023,302,Found possessing cocaine at a rave party in Koramangala PS
FIR-330/2026-2c1a,NDPS,BNS 2023,110,Smuggling synthetic drugs in a hidden compartment near Kyathasandra PS
FIR-481/2026-15ce,Robbery,BNS 2023,129,Threatened with a knife and stole wallet at Devaraja PS
FIR-182/2025-057f,Cheating,BNS 2023,285,Chit fund scam defrauding multiple investors in Hubballi Town PS
FIR-663/2026-318d,NDPS,BNS 2023,177,Smuggling synthetic drugs in a hidden compartment near Tumakuru Town PS
FIR-260/2026-2515,Murder,BNS 2023,218,Attacked with a sharp weapon at night near Tilakwadi PS
FIR-755/2026-4172,Theft,BNS 2023,394,Stole copper wires from a construction site in Hubballi Town PS
FIR-317/2026-7e90,Assault,BNS 2023,269,Road rage incident leading to severe injuries near Saraswathipuram PS
FIR-581/2026-369e,Theft,BNS 2023,174,Stole copper wires from a construction site in Kyathasandra PS
FIR-102/2025-9f4f,Cyber Crime,BNS 2023,340,Sent phishing link offering fake loan
FIR-582/2025-392c,Cyber Crime,BNS 2023,274,Tricked victim into sharing OTP over phone call
FIR-539/2025-47fc,Murder,BNS 2023,283,Stabbed after a drunken brawl in Indiranagar PS
FIR-661/2026-e32c,Cheating,BNS 2023,156,Sold fake property documents to victim in Belagavi Camp PS
FIR-215/2026-1ce8,Robbery,BNS 2023,333,Snatched gold chain while victim was walking near Kyathasandra PS
FIR-724/2026-e98c,Assault,BNS 2023,122,Group clash using sticks and stones in Kuvempunagar PS
FIR-421/2026-5306,Assault,BNS 2023,166,Physical altercation over property dispute in Belagavi Camp PS
FIR-268/2026-4a36,Cheating,BNS 2023,273,Sold fake property documents to victim in Kyathasandra PS
FIR-210/2026-351d,NDPS,BNS 2023,141,Found possessing cocaine at a rave party in Tilakwadi PS
FIR-100/2025-a89a,NDPS,BNS 2023,303,Caught selling marijuana packets near college in Kuvempunagar PS
FIR-877/2025-edab,POCSO,BNS 2023,208,Assaulted minor on the way to school near Tilakwadi PS
FIR-102/2025-a913,Cheating,BNS 2023,391,Sold fake property documents to victim in Tumakuru Town PS
FIR-217/2025-e480,Cyber Crime,BNS 2023,311,Sent phishing link offering fake loan
FIR-762/2025-3fba,Assault,BNS 2023,159,Group clash using sticks and stones in Dharwad Suburban PS
FIR-665/2026-8b21,Robbery,BNS 2023,163,Snatched gold chain while victim was walking near Koramangala PS
FIR-302/2026-319a,NDPS,BNS 2023,384,Smuggling synthetic drugs in a hidden compartment near Devaraja PS
FIR-309/2026-22c8,NDPS,BNS 2023,241,Caught selling marijuana packets near college in Hubballi Town PS
FIR-976/2025-b299,POCSO,BNS 2023,305,Assaulted minor on the way to school near Vidyanagar PS
FIR-643/2025-25b8,NDPS,BNS 2023,266,Caught selling marijuana packets near college in Khadebazar PS
FIR-687/2026-95b1,Cheating,BNS 2023,396,Promised a job and took advance money in Indiranagar PS
FIR-112/2025-f649,Murder,BNS 2023,267,Stabbed after a drunken brawl in Khadebazar PS
FIR-945/2025-e74b,POCSO,BNS 2023,326,Harassed minor in the neighborhood of Koramangala PS
FIR-282/2026-1a84,Robbery,BNS 2023,102,Snatched gold chain while victim was walking near Devaraja PS
FIR-521/2025-40e3,Murder,BNS 2023,198,Poisoned during a family dispute at Kuvempunagar PS
FIR-418/2026-5344,Cyber Crime,BNS 2023,254,Romance scam on dating app leading to crypto transfer
FIR-428/2025-1cec,Murder,BNS 2023,123,Attacked with a sharp weapon at night near Vidyanagar PS
FIR-102/2026-41d9,Theft,BNS 2023,171,Pickpocketed mobile phone at a crowded market in Khadebazar PS
FIR-533/2025-114d,Cyber Crime,BNS 2023,249,Tricked victim into sharing OTP over phone call
FIR-919/2026-4b8a,Theft,BNS 2023,154,Stole parked two-wheeler from Devaraja PS
FIR-104/2026-b7ee,Assault,BNS 2023,236,Group clash using sticks and stones in Kyathasandra PS
FIR-438/2025-e420,POCSO,BNS 2023,101,Harassed minor in the neighborhood of Vidyanagar PS
FIR-923/2025-dc5e,POCSO,BNS 2023,342,Assaulted minor on the way to school near Kuvempunagar PS
FIR-676/2026-9680,Theft,BNS 2023,183,Pickpocketed mobile phone at a crowded market in Tilakwadi PS
FIR-605/2026-f8ad,Cheating,BNS 2023,191,Promised a job and took advance money in Vidyanagar PS
FIR-610/2026-ea8e,Cyber Crime,BNS 2023,295,Tricked victim into sharing OTP over phone call
FIR-636/2025-6ce1,Theft,BNS 2023,216,Pickpocketed mobile phone at a crowded market in Devaraja PS
FIR-490/2026-2a47,Theft,BNS 2023,319,Stole parked two-wheeler from Kyathasandra PS
FIR-549/2025-aa97,Assault,BNS 2023,184,Road rage incident leading to severe injuries near Hubballi Town PS
FIR-388/2026-c371,Robbery,BNS 2023,202,Broke into house and stole valuables in Kyathasandra PS
FIR-784/2025-7ff3,Cyber Crime,BNS 2023,395,Sent phishing link offering fake loan
FIR-976/2025-656c,Assault,BNS 2023,323,Group clash using sticks and stones in Kyathasandra PS
FIR-587/2026-1a4c,POCSO,BNS 2023,321,Assaulted minor on the way to school near Tumakuru Town PS
FIR-371/2026-1687,Theft,BNS 2023,106,Stole copper wires from a construction site in Hubballi Town PS
FIR-327/2025-39db,POCSO,BNS 2023,240,Assaulted minor on the way to school near Tumakuru Town PS
FIR-278/2025-c350,POCSO,BNS 2023,105,Groomed minor over social media
FIR-163/2026-eace,Theft,BNS 2023,251,Stole copper wires from a construction site in Kyathasandra PS
FIR-147/2026-a5c4,POCSO,BNS 2023,193,Groomed minor over social media
FIR-301/2025-7eba,NDPS,BNS 2023,211,Smuggling synthetic drugs in a hidden compartment near Kyathasandra PS
FIR-340/2025-4196,NDPS,BNS 2023,225,Caught selling marijuana packets near college in Kyathasandra PS
FIR-917/2025-6412,Cyber Crime,BNS 2023,357,Romance scam on dating app leading to crypto transfer
FIR-656/2026-7f5e,Assault,BNS 2023,199,Road rage incident leading to severe injuries near Belagavi Camp PS
FIR-956/2025-f7e4,Theft,BNS 2023,369,Stole copper wires from a construction site in Kuvempunagar PS
FIR-412/2026-6bd7,Cyber Crime,BNS 2023,239,Sent phishing link offering fake loan
FIR-963/2026-e006,Murder,BNS 2023,104,Attacked with a sharp weapon at night near Indiranagar PS
FIR-276/2026-dc76,Robbery,BNS 2023,260,Threatened with a knife and stole wallet at Belagavi Camp PS
FIR-870/2025-08cb,NDPS,BNS 2023,375,Smuggling synthetic drugs in a hidden compartment near Belagavi Camp PS
FIR-731/2025-1b98,POCSO,BNS 2023,226,Harassed minor in the neighborhood of Tumakuru Town PS
FIR-368/2025-65e9,Murder,BNS 2023,355,Attacked with a sharp weapon at night near Vidyanagar PS
FIR-814/2025-0cbc,NDPS,BNS 2023,393,Found possessing cocaine at a rave party in Khadebazar PS
FIR-543/2026-a24c,Cheating,BNS 2023,361,Promised a job and took advance money in Kyathasandra PS
FIR-641/2026-f213,POCSO,BNS 2023,392,Harassed minor in the neighborhood of Khadebazar PS
FIR-756/2025-9ec2,Robbery,BNS 2023,263,Broke into house and stole valuables in Tilakwadi PS
FIR-387/2025-7305,Cyber Crime,BNS 2023,188,Sent phishing link offering fake loan
FIR-751/2026-3256,Assault,BNS 2023,147,Road rage incident leading to severe injuries near Belagavi Camp PS
FIR-253/2026-8ac7,Cheating,BNS 2023,266,Promised a job and took advance money in Tumakuru Town PS
FIR-733/2025-621d,Robbery,BNS 2023,362,Broke into house and stole valuables in Saraswathipuram PS
FIR-225/2025-a1ab,Theft,BNS 2023,156,Stole copper wires from a construction site in Khadebazar PS
FIR-904/2026-043c,Cheating,BNS 2023,362,Chit fund scam defrauding multiple investors in Cubbon Park PS
FIR-887/2026-7182,POCSO,BNS 2023,275,Groomed minor over social media
FIR-474/2026-4d10,Cheating,BNS 2023,338,Promised a job and took advance money in Vidyanagar PS
FIR-846/2025-b78b,Cyber Crime,BNS 2023,284,Sent phishing link offering fake loan
FIR-289/2026-28a6,Murder,BNS 2023,383,Stabbed after a drunken brawl in Khadebazar PS
FIR-855/2026-ef4c,Cyber Crime,BNS 2023,189,Tricked victim into sharing OTP over phone call
FIR-999/2026-6af1,Assault,BNS 2023,357,Road rage incident leading to severe injuries near Tilakwadi PS
FIR-828/2026-29a0,Theft,BNS 2023,279,Stole parked two-wheeler from Tumakuru Town PS
FIR-357/2025-4d9a,Cheating,BNS 2023,397,Chit fund scam defrauding multiple investors in Indiranagar PS
FIR-461/2026-ea95,Assault,BNS 2023,189,Physical altercation over property dispute in Khadebazar PS
FIR-583/2025-4ca3,Cheating,BNS 2023,302,Sold fake property documents to victim in Tumakuru Town PS
FIR-671/2026-cfe1,POCSO,BNS 2023,335,Harassed minor in the neighborhood of Malleswaram PS
FIR-830/2026-a42e,Theft,BNS 2023,115,Stole copper wires from a construction site in Saraswathipuram PS
FIR-450/2026-d344,Assault,BNS 2023,319,Physical altercation over property dispute in Cubbon Park PS
FIR-397/2025-a821,Murder,BNS 2023,322,Stabbed after a drunken brawl in Tumakuru Town PS
FIR-790/2025-5cb4,Cheating,BNS 2023,380,Chit fund scam defrauding multiple investors in Tumakuru Town PS
FIR-246/2025-c15f,NDPS,BNS 2023,307,Found possessing cocaine at a rave party in Kyathasandra PS
FIR-341/2025-1b44,Theft,BNS 2023,290,Pickpocketed mobile phone at a crowded market in Hubballi Town PS
