Sl No.,Date,Ministry (Kannada),Ministry (English Translation),Subject (Kannada),Subject (English Translation),MLA name (Kannada),MLA name (English Translation)
70,04/07/2016,ಮಹಿಳಾ ಮತ್ತು ಮಕ್ಕಳ ಅಭಿವೃದ್ಧಿ,Women and Child Development,"ದಕ್ಷಿಣ ಕನ್ನಡ ಜಿಲ್ಲೆಯಲ್ಲಿರುವ ಕೊಂಕಣಿ, ಬ್ಯಾರಿ ಅಕಾಡೆಮಿಗಳಿಗೆ ಭವನ ನಿರ್ಮಾಣ ಮಾಡುವ ಬಗ್ಗೆ",The construction of a building for Konkani and Barry academies in Dakshina Kannada district,ಐವಾನ್ ಡಿ ಸೋಜಾ,Ivan Disoza
71,04/07/2016,ಸಮಾಜ ಕಲ್ಯಾಣ,Social Welfare,ದಕ್ಷಿಣ ಕನಡ ಜಿಲ್ಲೆಯಲ್ಲಿ ಅಂಬೇಡ್ಕರ್ ಭವನ ನಿರ್ಮಾಣ,Ambedkar Bhavan was built in South Kanada district,ಐವಾನ್ ಡಿ ಸೋಜಾ,Ivan Disoza
72,04/07/2016,ಮಹಿಳಾ ಮತ್ತು ಮಕ್ಕಳ ಅಭಿವೃದ್ಧಿ,Women and Child Development,ಕಂಕಣಿ ಸಾಹಿತ್ಯ ಅಕಾಡೆಮಿಗೆ ನೂತನ ಕೊಂಕಣಿ ಭವನ ನಿರ್ಮಾಣದ ಬಗ್ಗೆ,The Konkani Sahitya Akademi is about building a new Konkani Bhavan,ಐವಾನ್ ಡಿ ಸೋಜಾ,Ivan Disoza
73,04/07/2016,ಪ್ರವಾಸೋದ್ಯಮ,Tourism,೨೦೦೪ ರಿಂದ ೨೦೧೬ರವರೆಗೂ ಪ್ರವಾಸೋದ್ಯಮ ಇಲಾಖೆಯಿಂದ ಕೈಗೋಂಡ ಯೋಜನೆಗಳ ಬಗ್ಗೆ,About Handmade Projects from the Department of Tourism from 2004 to 2016,ಐವಾನ್ ಡಿ ಸೋಜಾ,Ivan Disoza
74,04/07/2016,ಸಮಾಜ ಕಲ್ಯಾಣ,Social Welfare,ರಾಜ್ಯದಲ್ಲಿ ಸಮಾಜ ಕಲ್ಯಾಣ ಇಲಾಖೆಯ ಆಶ್ರಯದಲ್ಲಿ ನಡೆಸುತ್ತಿರುವ ಪದವಿ ಪೂರ್ವ ಕಾಲೇಜಿನ ಗ್ಗೆ,Gage of the Degree College under the auspices of the Social Welfare Department in the state,ಕ್ಯಾಪ್ಟನ್ ಗಣೇಶ್ ಕಾರ್ಣಿಕ್,Capt. Ganesh Karnik
75,04/07/2016,ಮಹಿಳಾ ಮತ್ತು ಮಕ್ಕಳ ಅಭಿವದ್ಧಿ,Women and Child Development,ಸಬಲ ಯೋಜನೆಯನ್ನು ಅನುಷ್ಠಾನಗೊಳಿಸುವ ಬಗ್ಗೆ,About implementing a potential plan,ಕ್ಯಾಪ್ಟನ್ ಗಣೇಶ್ ಕಾರ್ಣಿಕ್,Capt. Ganesh Karnik
76,04/07/2016,ಮಹಿಳಾ ಮತ್ತು ಮಕ್ಕಳ ಅಭೀವೃದ್ಧಿ,Women and Child Development,ರಾಷ್ಟ್ರೀಯ ಮಕ್ಕಳ ಕ್ರೀಯಾಯೋಜನೆ ಕುರಿತು,About National Childcare Program,ಕ್ಯಾಪ್ಟನ್ ಗಣೇಶ್ ಕಾರ್ಣಿಕ್,Capt. Ganesh Karnik
77,04/07/2016,ಮಹಿಳಾ ಮತ್ತು ಮಕ್ಕಳ ಅಭೀವದ್ಧಿ,Women and Child Development,ವಿಶೇಷ ಸಾಮರ್ಧ್ಯವುಳ್ಳರಿಗೆ ನೀಡುವ ಸೌಲಭ್ಯಗಳ ಬಗ್ಗೆ,About the facilities offered to specialists,ಕ್ಯಾಪ್ಟನ್ ಗಣೇಶ್ ಕಾರ್ಣಿಕ್,Capt. Ganesh Karnik
78,04/07/2016,ಆರೋಗ್ಯ ಮತ್ತು ಕುಟುಂಬ ಕಲ್ಯಾಣ,Health and family welfare,ಬೆಳಗಾವಿ ಜಿಲ್ಲಾ ಆಸತ್ರೆ ಆವರಣದಲ್ಲಿ ಕಾಮಗಾರಿಗಳ ಮಂದಗತಿಯಲ್ಲಿ ಸಾಗುತ್ತಿರುವ ಬಗ್ಗೆ,About the slowdown of work on the Belgaum district undertak premises,ಕವಟಗಿಮಠ ಮಹಂತೇಶ ಮಲ್ಲಿಕಾರ್ಜುನ,Kavatimata Mahantesha Mallikarjuna
79,04/07/2016,ಸಮಾಜ ಕಲ್ಯಾಣ,Social Welfare,ಯೋಜನೆಗಳ ಅನುಷ್ಠಾನದಲ್ಲಿ ವಿಳಂಬವಾಗುತ್ತಿರುವ ಬಗ್ಗೆ,About delay in implementation of projects,ಕವಟಗಿಮಠ ಮಹಂತೇಶ ಮಲ್ಲಿಕಾರ್ಜುನ,Kavatimata Mahantesha Mallikarjuna
80,04/07/2016,ಆರೋಗ ಮತ್ತು ಕುಟುಂಬ ಕಲ್ಯಾಣ,Aaron and family welfare,ಬೆಳಗಾವಿ ಜಿಲ್ಲಾ ಆಸ್ಪತ್ರೆಯಲ್ಲಿ ಬಡ ರೋಗಿಗಳಿಗೆ ಚಿಕಿತ್ಸೆ ನೀಡುವ ಬಗ್ಗೆ,About treating poor patients at Belgaum District Hospital,ಕವಟಗಿಮಠ ಮಹಂತೇಶ ಮಲ್ಲಿಕಾರ್ಜುನ,Kavatimata Mahantesha Mallikarjuna
81,04/07/2016,ಆಹಾರ ಮತ ನಾಗರಿಕ ಸರಬರಾಜು,Food Vote Civil Supplies,ಬಿ.ಪಿ.ಎಲ್ ಪಡಿತರ ಚೀಟಿದಾರರಿಗೆ ಆಧಾರ್ ಕಾಡ ಸಂಖ್ಯೆ ಕಡ್ಡಾಯ ಮಾಡಿರುವ ಬಗ್ಗೆ,About the Aadhaar card number mandatory for BPL ration card holders,ಕವಟಗಿಮಠ ಮಹಂತೇಶ ಮಲ್ಲಿಕಾರ್ಜುನ,Kavatimata Mahantesha Mallikarjuna
82,04/07/2016,ಮಹಿಳಾ ಮತ್ತು ಮಕ್ಕಳ ಅಭೀವೃದ್ಧಿ,Women and Child Development,ಅಪ್ರಪ್ತ ಬಾಲಕಿಯರ ಅಕ್ರಮ ಸಾಗಾಟ,Illegal trafficking of girls,ಕವಟಗಿಮಠ ಮಹಂತೇಶ ಮಲ್ಲಿಕಾರ್ಜುನ,Kavatimata Mahantesha Mallikarjuna
83,04/07/2016,ಆರೋಗ್ಯ ಮತ್ತು ಕುಟುಂಬ,Health and family,ಪ್ರಾಥಮಿಕ ಆರೋಗ್ಯ ಕೇಂದ್ರಗಳಲ್ಲಿ ಪ್ರಾಣ ರಕ್ಷಿತ ಔಷಧಿ ಲಭ್ಯತೆ ಬಗ್ಗೆ,About the availability of antioxidant drugs at primary health centers,ಕಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
84,04/07/2016,ವೈದ್ಯಕಿಯ ಶಿಕ್ಷಣ,Doctor's Education,ವೈದ್ಯಕೀಯ ಸೀಟುಗಳ ಸಂಖ್ಯೆ ಮತ್ತು ಶುಲ್ಕದ ಬಗ್ಗೆ,Number of Medical Seats and Fees,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
85,04/07/2016,ಆರೋಗ್ಯ ಮತ್ತು ಕುಟುಂಬ ಕಲ್ಯಾಣ,Health and family welfare,ಪ್ರಾಥಮಿಕ ಆರೋಗ್ಯ ಕೇಂದ್ರಗಳ ಮಾಹಿತಿ,Information on Primary Health Centers,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
86,04/07/2016,ಆಹಾರ ಮತ್ತು ನಾಗರಿಕ ಸರಬರಾಜು,Food and Civil Supplies,ಪಡಿತರ ಚೀಟಿ ಅರ್ಜಿ ಶುಲ್ಕ ಗ್ರಾಮ ಪಂಚಾಯತ್‌ಗೆ ನೀಡುವ ಬಗ್ಗೆ,Regarding granting Ration Card Application Fee to Gram Panchayat,ಕೋಟ ಶ್ರೀನಿವಾಸ ಪೂಜಾರಿ,Kota Srinivasa Pujari
87,04/07/2016,ಆರೋಗ್ಯ ಮತ್ತು ಕುಟುಂಬ ಕಲ್ಯಾಣ,Health and family welfare,ಬಳ್ಳಾರಿ ಜಿಲ್ಲೆಯಲ್ಲಿನ ಪ್ರಾಥಮಿಕ ಆರೋಗ್ಯ ಕುರಿತು,About Primary Health in Bellary District,ಕೊಂಡಯ್ಯ .ಕೆ.ಸಿ,Kondaiah KC
88,04/07/2016,ಮಹಿಳಾ ಮತ್ತು ಮಕ್ಕಳ ಅಭಿವೃದ್ಧಿ,Women and Child Development,ಬಳ್ಳಾರಿ ಜಿಲ್ಲೆಯಲ್ಲಿರುವ ಅಂಗನವಾಡಿ ಕೇಂದ್ರಗಳ ಬಗ್ಗೆ,About Anganwadi Centers in Bellary District,ಕೊಂಡಯ್ಯ .ಕೆ.ಸಿ,Kondaiah KC
89,04/07/2016,ಸಮಾಜ ಕಲ್ಯಾಣ,Social Welfare,ವಸತಿ ಶಾಲೆಗಳಲ್ಲಿ ಮೂಲಭೂ ಸೌಕರ್ಯಗಳ ಕೊರತೆ,Lack of infrastructure in residential schools,ತಾರಾಅನೂರಾಧ,Tara Anuradha
90,04/07/2016,ವೈದ್ಯಕೀಯ,Medical,ಎನ್.ಪಿಎಸ್. ಪಿಂಚಣಿ ಯೋPಜನೆ,NPS. Pension Yo P,ಚೌಡರೆಡ್ಡಿ ತೂಪಲ್ಲಿ .ಆರ್,Chowdareddy Tupalli R
91,04/07/2016,ಆರೋಗ್ಯ ಮತ್ತು ಕುಟುಂಬ ಕಲ್ಯಾಣ,Health and family welfare,ಔಷಧಿಗಳ ಸರಬರಾಜು ಬಗ್ಗೆ,About Supply of Medicines,ಚೌಡರೆಡ್ಡಿ ತೂಪಲ್ಲಿ .ಆರ್,Chowdareddy Tupalli R
92,04/07/2016,ಮಾಹಿತಿ ತಂತ್ರಜ್ಞಾನ,Information technology,ಪೋಸ್ಟ್ ಪೇಯ್ಡ್ ಟ್ಯಾಕ್ಸಿ ಸೇವೆ ಬಗ್ಗೆ,About Post-paid Taxi Service,ಚೌಡರೆಡ್ಡಿ ತೂಪಲ್ಲಿ .ಆರ್,Chowdareddy Tupalli R
93,04/07/2016,ಆರೋಗ್ಯ ಮತ್ತು ಕುಟುಂಬ ಕಲ್ಯಾಣ,Health and family welfare,ಸರ್ಕಾರಿ ಆಸ್ಪತ್ರೆಗಳಲ್ಲಿನ ಸೌಲಭ್ಯಗಳು,Facilities in Government Hospitals,ಧರ್ಮಸೇನ .ಆರ್,Dharmasena R
94,04/07/2016,ಕನಡ ಮತ್ತು ಸಂಸ್ಕೃತಿ,Dream and culture,ಕನ್ನಡ ಭಾಷೆಯ ಅಭೀವೃದ್ಧಿಗಾಗಿ ಕಾರ್ಯಕ್ರಮಗಳು,Programs for Kannada language development,ಧರ್ಮಸೇನ .ಆರ್,Dharmasena R
95,05/07/2016,ಇಂಧನ,Fuel,ರಾಯಚೂರು ತಾಲ್ಲೂಕಿನ ರೈತರ ಪಂಪ್‌ಸೆಟ್‌ಗಳಿಗೆ ನಿರಂತರ ವಿದ್ಯುತ್ ಸಂಪರ್ಕ ಕಲ್ಲಿಸುವ ಬಗ್ಗೆ,Regarding continuous power connections to farmers' pumpsets in Raichur taluk,ಬೋಸ್‌ರಾಜು .ಎನ್.ಎಸ್,Bosaraju N S
96,05/07/2016,ಪೌರಾಡಳಿತ,Municipality,"ಮಾನ್ವಿ, ಸಿರಿವಾರ, ಕವಿತಾಳ ಪಟ್ಟಣ ಪಂಚಾಯತಿಗಳನ್ನು ಅಭೀವೃದ್ಧಿ ಪಡಿಸುವ ಬಗ್ಗೆ","Manvi, Sirivara, about the promotion of poetry town panchayats",ಬೋಸ್‌ರಾಜು .ಎನ್.ಎಸ್,Bosaraju N S
97,05/07/2016,ಲೋಕೋಪಯೋಗಿ,Public service,ಎಸ್.ಹೆಚ್.-೨೦ ಮತ್ತು ಎಸ್.ಹೆಚ್-೨೩ ರಾಜ್ಯ ಹೆದ್ದಾರಿಗಳನ್ನು ರಾಷ್ಟ್ರೀಯ ಹೆದ್ದಾರಿಗಳಾಗಿ ಪರಿವರ್ತಿಸುವ ಬಗ್ಗೆ,Converting SH-20 and SH-23 State Highways into National Highways,ಬೋಸ್‌ರಾಜು .ಎನ್.ಎಸ್,Bosaraju N S
98,05/07/2016,ಕೃಷಿ,Agriculture,ರಾಯಚೂgರಿನ ಕೃಷಿ ವಿಶ್ವವಿದ್ಯಾಲಯಕ್ಕೆ ಹೆಚ್ಚಿನ ಅನುದಾನ ನೀಡಿ ಅಭೀವೃದ್ಧಿ ಪಡಿಸುವ ಬಗ್ಗೆ,About promoting granting more funds to Raichu gi Rina Agricultural University,ಬೋಸ್‌ರಾಜು .ಎನ್.ಎಸ್,Bosaraju N S
99,05/07/2016,ಕೃಷಿ,Agriculture,ರೈತgರಿಗೆ ರಿಯಾಯಿತಿ ದರದಲ್ಲಿ ನೀಡುವ ಟಾರ್ಪಲ್ನಲ್ಲಿ ನಡೆದಿರುವ ಅವ್ಯವಹಾರದ ಬಗ್ಗೆ,About the alleged irregularities in the Tarpal subsidy for farmer g,ಸುನೀಲ್ ಸುಬ್ರಮಣಿ .ಎಂ.ಪಿ,Sunil Subramani M P
100,05/07/2016,ಕೃಷಿ,Agriculture,ರೈತ ಸಂಪರ್ಕ ಕೇಂದ್ರಗಳ ಮೂಲಕ ಕೃಸಿಕರಿಗೆ ತಾಡಪಲ್ಗಳನ್ನು ಸಬ್ಸಿಡಿ ಬೆಲೆಯಲ್ಲಿ ವಿತರಿಸುವ ಕುರಿತು,About distributing radicals at subsidized prices to farmers by farmer communications centers,ಸಂಕನೂರ .ಎಸ್.ವ್ಹಿ,Sankanura S V
101,05/07/2016,ಸಕ್ಕರೆ,Sugar,ಕಬ್ಬು ಬೆಳೆಗಾರರಿಗೆ ಸರ್ಕಾರದಿಂದ ನೀಡುತ್ತಿರು ಸೌಲಭ್ಯಗಳ ಬಗ್ಗೆ,About the facilities offered by the Government to sugarcane growers,ಸೋಮಣ್ಣ .ವಿ,Somanna V
102,05/07/2016,ಕಷಿ,Cookie,ಇಲಾಖೆಯ ಯೋಜನೆಗಳ ಬಗ್ಗೆ ಮತ್ತು ರೈತರ ಅಭಿವೃದ್ಧಿ,Department of Agriculture and Development of Farmers,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
103,05/07/2016,ಕೃಷಿ,Agriculture,ಇಲಾಖೆಯ ವತಿಯಿಂದ ವಿತರಿಸುವ ಕೃಷಿ ಸಾಲ ಸೌಲಭ್ಯಗಳ ಬಗ್ಗೆ,Regarding agricultural loan facilities distributed by department,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
104,05/07/2016,ರೇಷ್ಮೆ,Silk,ತಲಘಟ್ಟಪುರದ ರಾಜ್ಯ ರೇಷ್ಮೆ ಸಂಶೋಧನ ಮತ್ತು ಅಭೀವೃದ್ಧಿ ಸಂಸ್ಥೆಯ ಬಗ್ಗೆ,About State Silk Research & Appraisal Organization of Thalaghatpur,ನಾರಾಯಣಸ್ವಾಮಿ .ಎಂ,Narayanaswamy M
105,05/07/2016,ಇಂಧನ,Fuel,ಚಾಮರಾಜನಗರ ಜಿಲ್ಲೆ ತೆರಕಣಾಂಬಿಯಲ್ಲಿ ವಿದ್ಯುತ್ ವ್ಯತ್ಯಯವಾಗಿರುವ ಬಗ್ಗೆ,About Electricity at Therankanambi in Chamarajanagar District,ನಾಗರಾಜು .ಎಸ್,Nagaraja S
106,05/07/2016,ಲೋಕೋಪಯೋಗಿ,Public service,ಚಾಮರಾಜನಗರ ಜಿಲ್ಲೆಯ ಕಬ್ಬಳ್ಳಿ-ಪರಮಾಪುರ-ಸಂಪಿಗೆಪುರ ರಸ್ತೆ ಅಭೀವೃದ್ಧಿ ಬಗ್ಗೆ,About Caballi-Paramapura-Sappegupura Road Improvement in Chamarajanagar District,ನಾಗರಾಜು .ಎಸ್,Nagaraja S
107,05/07/2016,ತೋಟಗಾರಿಕೆ,Gardening,ತೆಂಗು ಟೆಕ್ನಾಲಜಿ ಪಾಕ ಸ್ಥಾಪಿಸುವ ಬಗ್ಗೆ,About setting up a coconut technology recipe,ನಾಗರಾಜು .ಎಸ್,Nagaraja S
108,05/07/2016,ಇಂಧನ,Fuel,ರಾಜ್ಯದಲ್ಲಿ ಕಾರ್ಯನಿರ್ವಹಿಸುತ್ತಿರುವ ಜಲ ವಿದ್ಯುತ್ ಸ್ಧಾವರಗಳ ಕುರಿತು,About Water Stations in the State,ಪತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
109,05/07/2016,ರೇಷ್ಮೆ,Silk,ರೇಷ್ಮೆ ಬೆಳೆ ಕುರಿತು,About silk crop,ಪ್ರಾಣೇಶ್ .ಎಂ.ಕೆ,Pranesha M K
110,05/07/2016,ಇಂಧನ,Fuel,ಚಿಕ್ಕಮಗಳೂರು ಜಿಲ್ಲೆಯಲ್ಲಿ ವಿದ್ಯುತ್ ಸಮಸ್ಯೆ ಕುರಿತು,Electricity issue in Chikmagalur district,ಪ್ರಾಣೇಶ್ .ಎಂ.ಕೆ,Pranesha M K
111,05/07/2016,ಪೌರಾಡಳಿತ,Municipality,"ರಾಜ್ಯದಲ್ಲಿನ ನಗರಸಭೆ, ಪುರಭೆ ಹಾಗೂ ಪಟ್ಟಣ ಪಂಚಾಯತಿಗಳಲ್ಲಿನ","Municipalities in the state, town hall and town panchayats",ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
112,05/07/2016,ಸಹಕಾರ,Cooperation,ರಾಜ್ಯದಲ್ಲಿನ ಯಶಸ್ವಿನಿ ರೈತ ಆರೋಗ್ಯ ರಕ್ಷಾಣಾ ಯೋಜನೆಯ ಕುರಿತು,About Successive Agricultural Health Protection Scheme in State,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
113,05/07/2016,ಪೌರಾಡಳಿತ,Municipality,ರಾಜ್ಯದಲ್ಲಿ ವಿದೈತ್ ಚಾಲಿತ ಚಿತಾಗಾರವನ್ನು ಹೊಂದಿರುವ ಪೌರಾಡಳಿತ ಸಂಸ್ಥೆಗಳ ಕುರಿತು,Regarding municipal corporations that have a Vidyetic Institute in the State,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
114,05/07/2016,ಆರ್ಥಿಕ,Economy,ರಾಜ್ಯದಲ್ಲಿ ಅಲ್ಪಾವಧಿ ಕೃಷಿ ಸಾಲ ಪಡೆದ ರೈತರುಗಳ ಕುರಿತು,About farmers receiving short-term agricultural loans in the state,ಪ್ರತಾಪಚಂದ್ರ ಶೆಟ್ಟಿ .ಕೆ,Pratapachandra Shetty K
115,05/07/2016,ಇಂಧನ,Fuel,ಬೆಂಗಳೂರಿನಲ್ಲಿ ಅನಿಲಾಧಾರಿತ ವಿದ್ಯುತ್ ಸ್ಥಾವರ ಸ್ಥಾಪನೆ ಬಗ್ಗೆ,About installing a gas based power plant in Bangalore,ವಿಮಲಾಗೌಡ,Vimalaa Gowda
116,05/07/2016,ಕೃಷಿ ಮಾರುಕಟ್ಟೆ,Agricultural Market,ಕೃಷಿ ಮಾರುಕಟ್ಟೆಯಲ್ಲಿನ ಮೂಲ ಸೌಕರ್ಯಗಳ ಬಗ್ಗೆ,About basic infrastructure in the farm market,ವಿಮಲಾಗೌಡ,Vimalaa Gowda
117,05/07/2016,ಪಶುಸಂಗೋಪನೆ,Animal husbandry,ಹಾಲು ಉತ್ಪಾದಕರಿಗೆ ನೀಡುತ್ತಿರುವ ಸಹಾಯಧನ ಬಗ್ಗೆ,About subsidies for milk producers,ವಿಮಲಾಗೌಡ,Vimalaa Gowda
118,05/07/2016,ಕೃಷಿ,Agriculture,ರೈತgರಿಗೆ ನೀಡುತ್ತಿರುವ ಸೌಲಭ್ಯಗಳ ಬಗ್ಗೆ,About the facilities offered to farmer g,ವಿಮಲಾಗೌಡ,Vimalaa Gowda
119,05/07/2016,ಕೃಷಿ,Agriculture,ರಾಜ್ಯದಲ್ಲಿ ಭೀಕರ ಬರವಿರುವುದರಿಂದ ರೈತರು ಸಂಕಷ್ಟದಲ್ಲಿರುವ ಬಗ್ಗೆ,Farmers are in trouble because of dire consequences in the state,ವಿಜಯ್ ಸಿಂಗ್,Vijay Singh
120,05/07/2016,ಇಂಧನ,Fuel,ಸೌರಶಕ್ತಿಯ ಬಳಕೆಯ ಬಗ್ಗೆ,About the use of solar energy,ವಿಜಯ್ ಸಿಂಗ್,Vijay Singh
121,05/07/2016,ಪಶುಸಂಗೋಪನೆ,Animal husbandry,ಬೀದರ್ ಜಿಲ್ಲೆಯ ಪಶುಬಾಗ್ಯ ಯೋಜನೆಯ ಬಗ್ಗೆ,About the animal husbandry project in Bidar district,ವಿಜಯ್ ಸಿಂಗ್,Vijay Singh
122,05/07/2016,ಲೋಕೋಪಯೋಗಿ,Public service,ಬೀದರ್ ಜಿಲ್ಲೆಯ ರಸ್ತೆಗಳ ಅಭಿವೃದ್ಧಿ ಬಗ್ಗೆ,About road development in Bidar district,ವಿಜಯ್ ಸಿಂಗ್,Vijay Singh
123,05/07/2016,ಕೃಷಿ ಮಾರುಕಟ್ಟೆ,Agricultural Market,ತೋಟಗಾರಿಕೆ ಉತ್ಪನ್ನಗಳ ಶೇಖೆರಣೆ ಬಗ್ಗೆ,About the Storage of Horticulture Products,ಬಸನಗೌಡ ಆರ್ ಪಾಟೀಲ್,Basanagowda R Patil
124,05/07/2016,ಪೌರಾಡಳಿತ,Municipality,ಮತದಾನದ ಹಕ್ಕು ಕುರಿತು,About Suffrage,ಬಸನಗೌಡ ಆರ್ ಪಾಟೀಲ್,Basanagowda R Patil
125,05/07/2016,ಇಂಧನ,Fuel,ಆರ್.ಟಿ.ಪಿ.ಎಸ್ ನ ಸಿ.ಹೆಚ್.ಪಿ-೨ ಗುತ್ತಿಗೆ ಕಾರ್ಮಿಕರ ನೇಮಕಾತಿ ಕುರಿತು,Regarding the appointment of RPPS CHP-2 contract workers,ಬಸನಗೌಡ ಆರ್ ಪಾಟೀಲ್,Basanagowda R Patil
126,05/07/2016,ಇಂಧನ,Fuel,ಗಂಗಾ ಕಲ್ಯಾಣ ಬೋರ್‌ವೆಲ್‌ಗಳ ವಿದ್ಯುತ್ ಸಂಪರ್ಕದ ಬಗ್ಗೆ,About the power connection of Ganga welfare borewells,ಬಸನಗೌಡ ಆರ್ ಪಾಟೀಲ್,Basanagowda R Patil
127,05/07/2016,ಇಂಧನ,Fuel,ವೈ.ಟಿ.ಪಿ.ಎಸ್ ನಿಂದ ಪರಿಸರ ಮಾಲಿನ್ಯ ಮಾರ್ಗ ಸೂಚಿಗಳ ಉಲ್ಲಂಘನೆ ಕುರಿತು,About Violation of Environmental Pollution Routes by YTPS,ಬಸನಗೌಡ ಆರ್ ಪಾಟೀಲ್,Basanagowda R Patil
128,05/07/2016,ಲೋಕೋಪಯೋಗಿ,Public service,ಗ್ರಾಮೀಣ ಪ್ರದೇಶದ ರಸ್ತೆ ದುರಸ್ಥಿ,Rural Road Route,ಬಸನಗೌಡ ಆರ್ ಪಾಟೀಲ್,Basanagowda R Patil
129,05/07/2016,ಲೋಕೋಪಯೋಗಿ,Public service,ನಾಲ್ಕು ಪಥ ರಸ್ತೆಯನ್ನಾಗಿ ಪರಿವರ್ತಿಸುವ ಬಗ್ಗೆ,Converting the four-lane road,ಬಸನಗೌಡ ಆರ್ ಪಾಟೀಲ್,Basanagowda R Patil
130,05/07/2016,ಇಂಧನ,Fuel,ವಿದ್ಯುತ್ ಉತ್ಪಾದನೆ ಕುರಿತು,About Power Production,ಬಸವರಾಜ ಶಿವಲಿಂಗಪ್ಪ ಹೊರಟಿ,Basavaraja Shivalingappa Horatti
131,05/07/2016,ಆಹಾರ ಮತ್ತು ನಾಗರಕ ಸರಬರಾಜು,Food and Civil Supplies,ಬಿ.ಪಿ.ಎಲ್ ಸದಸ್ಯರಿಗೆ ಸದಸ್ಯತ್ವ ನೀಡುವ ಬಗ್ಗೆ,Membership to members of BPL,ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
132,05/07/2016,ಕೃಷಿ,Agriculture,ರೈತರ ಸಾಲದ ಬಗೆ,Farmers Loan Type,ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
133,05/07/2016,ಕೃಷಿ,Agriculture,ಕೃಷಿ ಭಾಗ್ಯ ಯೋಜನೆ ಬಗ್ಗೆ,About the farming plan,ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
134,05/07/2016,ಲೋಕೋಪಯೋಗಿ,Public service,ರಾಜ್ಯ ಹೆದ್ದಾರಿ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆ ಬಗ್ಗೆ,About State Highway Development Project,ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
135,05/07/2016,ಇಂಧನ,Fuel,ತುರುವೇಕೆರೆ ತಾಲ್ಲೂಕಿನ ಶಾಖಾ ಕಛೇರಿ ಬಗ್ಗೆ,Regarding the branch office in Thurukere Taluk,ಲಕ್ಷ್ಮೀನಾರಾಯಣ .ಎಂ.ಡಿ,Lakshmi Narayana MD
136,05/07/2016,ಸಹಕಾರ,Cooperation,ಪ್ರಿಯದರ್ಶಿನಿ ಯೋಜನೆಯ ಬಗ್ಗೆ,Priyadarshini is about the project,ವಟಮ್ಮ,Motamma
137,05/07/2016,ಸಕ್ಕರೆ,Sugar,ಎಫ್.ಆರ್.ಪಿ.ದರ ನಿಗದಿ ಕುರಿತು,About the FRP's schedule,ಮಾನೆ ಶ್ರೀನಿವಾಸ್,Mane Srinivas
138,05/07/2016,ಸಕ್ಕರೆ,Sugar,ರೈತರ ಕಬ್ಬಿನ ಬೆಳೆಗೆ ನಿಡಿದ ಚೆಕ್ ಬೌನ್ಸ ಪ್ರಕರಣ ಕುರಿತು,About the check bounce case for farmers' cane cultivation,ಮಾನೆ ಶ್ರೀನಿವಾಸ್,Mane Srinivas
139,05/07/2016,ಸಕ್ಕರೆ,Sugar,ಕಬಬ್ಬು ಬೆಳೆಗಾರರಿಗೆ ಕಾರ್ಖಾನೆಗಳು ನೀಡಬೇಕಿರುವ ಬಾಕಿ ಮೊತ್ತ,Outstanding amount of factories to be given to the crop growers,ಮಾನೆ ಶ್ರೀನಿವಾಸ್,Mane Srinivas
140,05/07/2016,ಸಹಕಾರ,Cooperation,ಸಹಕಾರ ಸಂಘಗಳಿಂದ ರೈತರಿಗೆ ಸಾಲ,Loans to farmers from cooperative societies,ಅಪ್ಪಾಜಿಗೌಡ .ಎನ್,Appajigowda N
141,05/07/2016,ಲೋಕೋಪಯೋಗಿ,Public service,ಲೋಕೋಪಯೋಗಿ ಕಾಮಗಾರಿಗಳಿಗೆ ಅನುದಾನದ ಬಗ್ಗೆ,Provision for Public Works,ಅಪ್ಪಾಜಿಗೌಡ .ಎನ್,Appajigowda N
